Date,FQAL,FTCS,JQUA,MOAT,PSET,QUAL,SPHQ,XMHQ,XSHQ
31/12/2002,0,0,0,0,0,0,0,0,0
02/01/2003,0,0,0,0,0,0,0,0,0
03/01/2003,0,0,0,0,0,0,0,0,0
06/01/2003,0,0,0,0,0,0,0,0,0
07/01/2003,0,0,0,0,0,0,0,0,0
08/01/2003,0,0,0,0,0,0,0,0,0
09/01/2003,0,0,0,0,0,0,0,0,0
10/01/2003,0,0,0,0,0,0,0,0,0
13/01/2003,0,0,0,0,0,0,0,0,0
14/01/2003,0,0,0,0,0,0,0,0,0
15/01/2003,0,0,0,0,0,0,0,0,0
16/01/2003,0,0,0,0,0,0,0,0,0
17/01/2003,0,0,0,0,0,0,0,0,0
21/01/2003,0,0,0,0,0,0,0,0,0
22/01/2003,0,0,0,0,0,0,0,0,0
23/01/2003,0,0,0,0,0,0,0,0,0
24/01/2003,0,0,0,0,0,0,0,0,0
27/01/2003,0,0,0,0,0,0,0,0,0
28/01/2003,0,0,0,0,0,0,0,0,0
29/01/2003,0,0,0,0,0,0,0,0,0
30/01/2003,0,0,0,0,0,0,0,0,0
31/01/2003,0,0,0,0,0,0,0,0,0
03/02/2003,0,0,0,0,0,0,0,0,0
04/02/2003,0,0,0,0,0,0,0,0,0
05/02/2003,0,0,0,0,0,0,0,0,0
06/02/2003,0,0,0,0,0,0,0,0,0
07/02/2003,0,0,0,0,0,0,0,0,0
10/02/2003,0,0,0,0,0,0,0,0,0
11/02/2003,0,0,0,0,0,0,0,0,0
12/02/2003,0,0,0,0,0,0,0,0,0
13/02/2003,0,0,0,0,0,0,0,0,0
14/02/2003,0,0,0,0,0,0,0,0,0
18/02/2003,0,0,0,0,0,0,0,0,0
19/02/2003,0,0,0,0,0,0,0,0,0
20/02/2003,0,0,0,0,0,0,0,0,0
21/02/2003,0,0,0,0,0,0,0,0,0
24/02/2003,0,0,0,0,0,0,0,0,0
25/02/2003,0,0,0,0,0,0,0,0,0
26/02/2003,0,0,0,0,0,0,0,0,0
27/02/2003,0,0,0,0,0,0,0,0,0
28/02/2003,0,0,0,0,0,0,0,0,0
03/03/2003,0,0,0,0,0,0,0,0,0
04/03/2003,0,0,0,0,0,0,0,0,0
05/03/2003,0,0,0,0,0,0,0,0,0
06/03/2003,0,0,0,0,0,0,0,0,0
07/03/2003,0,0,0,0,0,0,0,0,0
10/03/2003,0,0,0,0,0,0,0,0,0
11/03/2003,0,0,0,0,0,0,0,0,0
12/03/2003,0,0,0,0,0,0,0,0,0
13/03/2003,0,0,0,0,0,0,0,0,0
14/03/2003,0,0,0,0,0,0,0,0,0
17/03/2003,0,0,0,0,0,0,0,0,0
18/03/2003,0,0,0,0,0,0,0,0,0
19/03/2003,0,0,0,0,0,0,0,0,0
20/03/2003,0,0,0,0,0,0,0,0,0
21/03/2003,0,0,0,0,0,0,0,0,0
24/03/2003,0,0,0,0,0,0,0,0,0
25/03/2003,0,0,0,0,0,0,0,0,0
26/03/2003,0,0,0,0,0,0,0,0,0
27/03/2003,0,0,0,0,0,0,0,0,0
