Date,RF
15/09/2003,0.0000384
16/09/2003,0.0000384
17/09/2003,0.0000384
18/09/2003,0.0000384
19/09/2003,0.0000384
22/09/2003,0.0000384
23/09/2003,0.0000384
24/09/2003,0.0000384
25/09/2003,0.0000384
26/09/2003,0.0000384
29/09/2003,0.0000384
30/09/2003,0.0000384
01/10/2003,0.0000372
02/10/2003,0.0000372
03/10/2003,0.0000372
06/10/2003,0.0000372
07/10/2003,0.0000372
08/10/2003,0.0000372
09/10/2003,0.0000372
10/10/2003,0.0000372
13/10/2003,0.0000372
14/10/2003,0.0000372
15/10/2003,0.0000372
16/10/2003,0.0000372
17/10/2003,0.0000372
20/10/2003,0.0000372
21/10/2003,0.0000372
22/10/2003,0.0000372
23/10/2003,0.0000372
24/10/2003,0.0000372
27/10/2003,0.0000372
28/10/2003,0.0000372
29/10/2003,0.0000372
30/10/2003,0.0000372
31/10/2003,0.0000372
03/11/2003,0.0000376
04/11/2003,0.0000376
05/11/2003,0.0000376
06/11/2003,0.0000376
07/11/2003,0.0000376
10/11/2003,0.0000376
11/11/2003,0.0000376
12/11/2003,0.0000376
13/11/2003,0.0000376
14/11/2003,0.0000376
17/11/2003,0.0000376
18/11/2003,0.0000376
19/11/2003,0.0000376
20/11/2003,0.0000376
21/11/2003,0.0000376
24/11/2003,0.0000376
25/11/2003,0.0000376
26/11/2003,0.0000376
28/11/2003,0.0000376
01/12/2003,0.0000364
02/12/2003,0.0000364
03/12/2003,0.0000364
04/12/2003,0.0000364
05/12/2003,0.0000364
08/12/2003,0.0000364
09/12/2003,0.0000364
10/12/2003,0.0000364
11/12/2003,0.0000364
12/12/2003,0.0000364
15/12/2003,0.0000364
16/12/2003,0.0000364
17/12/2003,0.0000364
18/12/2003,0.0000364
19/12/2003,0.0000364
22/12/2003,0.0000364
23/12/2003,0.0000364
24/12/2003,0.0000364
26/12/2003,0.0000364
29/12/2003,0.0000364
30/12/2003,0.0000364
31/12/2003,0.0000364
02/01/2004,0.0000372
05/01/2004,0.0000372
06/01/2004,0.0000372
07/01/2004,0.0000372
08/01/2004,0.0000372
09/01/2004,0.0000372
12/01/2004,0.0000372
13/01/2004,0.0000372
14/01/2004,0.0000372
15/01/2004,0.0000372
16/01/2004,0.0000372
20/01/2004,0.0000372
21/01/2004,0.0000372
22/01/2004,0.0000372
23/01/2004,0.0000372
26/01/2004,0.0000372
27/01/2004,0.0000372
28/01/2004,0.0000372
29/01/2004,0.0000372
30/01/2004,0.0000372
02/02/2004,0.000036
03/02/2004,0.000036
04/02/2004,0.000036
05/02/2004,0.000036
06/02/2004,0.000036
09/02/2004,0.000036
10/02/2004,0.000036
11/02/2004,0.000036
12/02/2004,0.000036
13/02/2004,0.000036
17/02/2004,0.000036
18/02/2004,0.000036
19/02/2004,0.000036
20/02/2004,0.000036
23/02/2004,0.000036
24/02/2004,0.000036
25/02/2004,0.000036
26/02/2004,0.000036
27/02/2004,0.000036
01/03/2004,0.0000376
02/03/2004,0.0000376
03/03/2004,0.0000376
04/03/2004,0.0000376
05/03/2004,0.0000376
08/03/2004,0.0000376
09/03/2004,0.0000376
10/03/2004,0.0000376
11/03/2004,0.0000376
12/03/2004,0.0000376
15/03/2004,0.0000376
16/03/2004,0.0000376
17/03/2004,0.0000376
18/03/2004,0.0000376
19/03/2004,0.0000376
22/03/2004,0.0000376
23/03/2004,0.0000376
24/03/2004,0.0000376
25/03/2004,0.0000376
26/03/2004,0.0000376
29/03/2004,0.0000376
30/03/2004,0.0000376
31/03/2004,0.0000376
01/04/2004,0.0000372
02/04/2004,0.0000372
05/04/2004,0.0000372
06/04/2004,0.0000372
07/04/2004,0.0000372
08/04/2004,0.0000372
12/04/2004,0.0000372
13/04/2004,0.0000372
14/04/2004,0.0000372
15/04/2004,0.0000372
16/04/2004,0.0000372
19/04/2004,0.0000372
20/04/2004,0.0000372
21/04/2004,0.0000372
22/04/2004,0.0000372
23/04/2004,0.0000372
26/04/2004,0.0000372
27/04/2004,0.0000372
28/04/2004,0.0000372
29/04/2004,0.0000372
30/04/2004,0.0000372
03/05/2004,0.0000384
04/05/2004,0.0000384
05/05/2004,0.0000384
06/05/2004,0.0000384
07/05/2004,0.0000384
10/05/2004,0.0000384
11/05/2004,0.0000384
12/05/2004,0.0000384
13/05/2004,0.0000384
14/05/2004,0.0000384
17/05/2004,0.0000384
18/05/2004,0.0000384
19/05/2004,0.0000384
20/05/2004,0.0000384
21/05/2004,0.0000384
24/05/2004,0.0000384
25/05/2004,0.0000384
26/05/2004,0.0000384
27/05/2004,0.0000384
28/05/2004,0.0000384
01/06/2004,0.0000424
02/06/2004,0.0000424
03/06/2004,0.0000424
04/06/2004,0.0000424
07/06/2004,0.0000424
08/06/2004,0.0000424
09/06/2004,0.0000424
10/06/2004,0.0000424
14/06/2004,0.0000424
15/06/2004,0.0000424
16/06/2004,0.0000424
17/06/2004,0.0000424
18/06/2004,0.0000424
21/06/2004,0.0000424
22/06/2004,0.0000424
23/06/2004,0.0000424
24/06/2004,0.0000424
25/06/2004,0.0000424
28/06/2004,0.0000424
29/06/2004,0.0000424
30/06/2004,0.0000424
01/07/2004,0.0000524
02/07/2004,0.0000524
06/07/2004,0.0000524
07/07/2004,0.0000524
08/07/2004,0.0000524
09/07/2004,0.0000524
12/07/2004,0.0000524
13/07/2004,0.0000524
14/07/2004,0.0000524
15/07/2004,0.0000524
16/07/2004,0.0000524
19/07/2004,0.0000524
20/07/2004,0.0000524
21/07/2004,0.0000524
22/07/2004,0.0000524
23/07/2004,0.0000524
26/07/2004,0.0000524
27/07/2004,0.0000524
28/07/2004,0.0000524
29/07/2004,0.0000524
30/07/2004,0.0000524
02/08/2004,0.0000568
03/08/2004,0.0000568
04/08/2004,0.0000568
05/08/2004,0.0000568
06/08/2004,0.0000568
09/08/2004,0.0000568
10/08/2004,0.0000568
11/08/2004,0.0000568
12/08/2004,0.0000568
13/08/2004,0.0000568
16/08/2004,0.0000568
17/08/2004,0.0000568
18/08/2004,0.0000568
19/08/2004,0.0000568
20/08/2004,0.0000568
23/08/2004,0.0000568
24/08/2004,0.0000568
25/08/2004,0.0000568
26/08/2004,0.0000568
27/08/2004,0.0000568
30/08/2004,0.0000568
31/08/2004,0.0000568
01/09/2004,0.0000628
02/09/2004,0.0000628
03/09/2004,0.0000628
07/09/2004,0.0000628
08/09/2004,0.0000628
09/09/2004,0.0000628
10/09/2004,0.0000628
13/09/2004,0.0000628
14/09/2004,0.0000628
15/09/2004,0.0000628
16/09/2004,0.0000628
17/09/2004,0.0000628
20/09/2004,0.0000628
21/09/2004,0.0000628
22/09/2004,0.0000628
23/09/2004,0.0000628
24/09/2004,0.0000628
27/09/2004,0.0000628
28/09/2004,0.0000628
29/09/2004,0.0000628
30/09/2004,0.0000628
01/10/2004,0.0000672
04/10/2004,0.0000672
05/10/2004,0.0000672
06/10/2004,0.0000672
07/10/2004,0.0000672
08/10/2004,0.0000672
11/10/2004,0.0000672
12/10/2004,0.0000672
13/10/2004,0.0000672
14/10/2004,0.0000672
15/10/2004,0.0000672
18/10/2004,0.0000672
19/10/2004,0.0000672
20/10/2004,0.0000672
21/10/2004,0.0000672
22/10/2004,0.0000672
25/10/2004,0.0000672
26/10/2004,0.0000672
27/10/2004,0.0000672
28/10/2004,0.0000672
29/10/2004,0.0000672
01/11/2004,0.0000748
02/11/2004,0.0000748
03/11/2004,0.0000748
04/11/2004,0.0000748
05/11/2004,0.0000748
08/11/2004,0.0000748
09/11/2004,0.0000748
10/11/2004,0.0000748
11/11/2004,0.0000748
12/11/2004,0.0000748
15/11/2004,0.0000748
16/11/2004,0.0000748
17/11/2004,0.0000748
18/11/2004,0.0000748
19/11/2004,0.0000748
22/11/2004,0.0000748
23/11/2004,0.0000748
24/11/2004,0.0000748
26/11/2004,0.0000748
29/11/2004,0.0000748
30/11/2004,0.0000748
01/12/2004,0.0000876
02/12/2004,0.0000876
03/12/2004,0.0000876
06/12/2004,0.0000876
07/12/2004,0.0000876
08/12/2004,0.0000876
09/12/2004,0.0000876
10/12/2004,0.0000876
13/12/2004,0.0000876
14/12/2004,0.0000876
15/12/2004,0.0000876
16/12/2004,0.0000876
17/12/2004,0.0000876
20/12/2004,0.0000876
21/12/2004,0.0000876
22/12/2004,0.0000876
23/12/2004,0.0000876
27/12/2004,0.0000876
28/12/2004,0.0000876
29/12/2004,0.0000876
30/12/2004,0.0000876
31/12/2004,0.0000876
03/01/2005,0.0000872
04/01/2005,0.0000872
05/01/2005,0.0000872
06/01/2005,0.0000872
07/01/2005,0.0000872
10/01/2005,0.0000872
11/01/2005,0.0000872
12/01/2005,0.0000872
13/01/2005,0.0000872
14/01/2005,0.0000872
18/01/2005,0.0000872
19/01/2005,0.0000872
20/01/2005,0.0000872
21/01/2005,0.0000872
24/01/2005,0.0000872
25/01/2005,0.0000872
26/01/2005,0.0000872
27/01/2005,0.0000872
28/01/2005,0.0000872
31/01/2005,0.0000872
01/02/2005,0.0000992
02/02/2005,0.0000992
03/02/2005,0.0000992
04/02/2005,0.0000992
07/02/2005,0.0000992
08/02/2005,0.0000992
09/02/2005,0.0000992
10/02/2005,0.0000992
11/02/2005,0.0000992
14/02/2005,0.0000992
15/02/2005,0.0000992
16/02/2005,0.0000992
17/02/2005,0.0000992
18/02/2005,0.0000992
22/02/2005,0.0000992
23/02/2005,0.0000992
24/02/2005,0.0000992
25/02/2005,0.0000992
28/02/2005,0.0000992
01/03/2005,0.0001088
02/03/2005,0.0001088
03/03/2005,0.0001088
04/03/2005,0.0001088
07/03/2005,0.0001088
08/03/2005,0.0001088
09/03/2005,0.0001088
10/03/2005,0.0001088
11/03/2005,0.0001088
14/03/2005,0.0001088
15/03/2005,0.0001088
16/03/2005,0.0001088
17/03/2005,0.0001088
18/03/2005,0.0001088
21/03/2005,0.0001088
22/03/2005,0.0001088
23/03/2005,0.0001088
24/03/2005,0.0001088
28/03/2005,0.0001088
29/03/2005,0.0001088
30/03/2005,0.0001088
31/03/2005,0.0001088
01/04/2005,0.0001092
04/04/2005,0.0001092
05/04/2005,0.0001092
06/04/2005,0.0001092
07/04/2005,0.0001092
08/04/2005,0.0001092
11/04/2005,0.0001092
12/04/2005,0.0001092
13/04/2005,0.0001092
14/04/2005,0.0001092
15/04/2005,0.0001092
18/04/2005,0.0001092
19/04/2005,0.0001092
20/04/2005,0.0001092
21/04/2005,0.0001092
22/04/2005,0.0001092
25/04/2005,0.0001092
26/04/2005,0.0001092
27/04/2005,0.0001092
28/04/2005,0.0001092
29/04/2005,0.0001092
02/05/2005,0.0001136
03/05/2005,0.0001136
04/05/2005,0.0001136
05/05/2005,0.0001136
06/05/2005,0.0001136
09/05/2005,0.0001136
10/05/2005,0.0001136
11/05/2005,0.0001136
12/05/2005,0.0001136
13/05/2005,0.0001136
16/05/2005,0.0001136
17/05/2005,0.0001136
18/05/2005,0.0001136
19/05/2005,0.0001136
20/05/2005,0.0001136
23/05/2005,0.0001136
24/05/2005,0.0001136
25/05/2005,0.0001136
26/05/2005,0.0001136
27/05/2005,0.0001136
31/05/2005,0.0001136
01/06/2005,0.0001172
02/06/2005,0.0001172
03/06/2005,0.0001172
06/06/2005,0.0001172
07/06/2005,0.0001172
08/06/2005,0.0001172
09/06/2005,0.0001172
10/06/2005,0.0001172
13/06/2005,0.0001172
14/06/2005,0.0001172
15/06/2005,0.0001172
16/06/2005,0.0001172
17/06/2005,0.0001172
20/06/2005,0.0001172
21/06/2005,0.0001172
22/06/2005,0.0001172
23/06/2005,0.0001172
24/06/2005,0.0001172
27/06/2005,0.0001172
28/06/2005,0.0001172
29/06/2005,0.0001172
30/06/2005,0.0001172
01/07/2005,0.0001224
05/07/2005,0.0001224
06/07/2005,0.0001224
07/07/2005,0.0001224
08/07/2005,0.0001224
11/07/2005,0.0001224
12/07/2005,0.0001224
13/07/2005,0.0001224
14/07/2005,0.0001224
15/07/2005,0.0001224
18/07/2005,0.0001224
19/07/2005,0.0001224
20/07/2005,0.0001224
21/07/2005,0.0001224
22/07/2005,0.0001224
25/07/2005,0.0001224
26/07/2005,0.0001224
27/07/2005,0.0001224
28/07/2005,0.0001224
29/07/2005,0.0001224
01/08/2005,0.0001336
02/08/2005,0.0001336
03/08/2005,0.0001336
04/08/2005,0.0001336
05/08/2005,0.0001336
08/08/2005,0.0001336
09/08/2005,0.0001336
10/08/2005,0.0001336
11/08/2005,0.0001336
12/08/2005,0.0001336
15/08/2005,0.0001336
16/08/2005,0.0001336
17/08/2005,0.0001336
18/08/2005,0.0001336
19/08/2005,0.0001336
22/08/2005,0.0001336
23/08/2005,0.0001336
24/08/2005,0.0001336
25/08/2005,0.0001336
26/08/2005,0.0001336
29/08/2005,0.0001336
30/08/2005,0.0001336
31/08/2005,0.0001336
01/09/2005,0.0001376
02/09/2005,0.0001376
06/09/2005,0.0001376
07/09/2005,0.0001376
08/09/2005,0.0001376
09/09/2005,0.0001376
12/09/2005,0.0001376
13/09/2005,0.0001376
14/09/2005,0.0001376
15/09/2005,0.0001376
16/09/2005,0.0001376
19/09/2005,0.0001376
20/09/2005,0.0001376
21/09/2005,0.0001376
22/09/2005,0.0001376
23/09/2005,0.0001376
26/09/2005,0.0001376
27/09/2005,0.0001376
28/09/2005,0.0001376
29/09/2005,0.0001376
30/09/2005,0.0001376
03/10/2005,0.0001388
04/10/2005,0.0001388
05/10/2005,0.0001388
06/10/2005,0.0001388
07/10/2005,0.0001388
10/10/2005,0.0001388
11/10/2005,0.0001388
12/10/2005,0.0001388
13/10/2005,0.0001388
14/10/2005,0.0001388
17/10/2005,0.0001388
18/10/2005,0.0001388
19/10/2005,0.0001388
20/10/2005,0.0001388
21/10/2005,0.0001388
24/10/2005,0.0001388
25/10/2005,0.0001388
26/10/2005,0.0001388
27/10/2005,0.0001388
28/10/2005,0.0001388
31/10/2005,0.0001388
01/11/2005,0.0001556
02/11/2005,0.0001556
03/11/2005,0.0001556
04/11/2005,0.0001556
07/11/2005,0.0001556
08/11/2005,0.0001556
09/11/2005,0.0001556
10/11/2005,0.0001556
11/11/2005,0.0001556
14/11/2005,0.0001556
15/11/2005,0.0001556
16/11/2005,0.0001556
17/11/2005,0.0001556
18/11/2005,0.0001556
21/11/2005,0.0001556
22/11/2005,0.0001556
23/11/2005,0.0001556
25/11/2005,0.0001556
28/11/2005,0.0001556
29/11/2005,0.0001556
30/11/2005,0.0001556
01/12/2005,0.0001544
02/12/2005,0.0001544
05/12/2005,0.0001544
06/12/2005,0.0001544
07/12/2005,0.0001544
08/12/2005,0.0001544
09/12/2005,0.0001544
12/12/2005,0.0001544
13/12/2005,0.0001544
14/12/2005,0.0001544
15/12/2005,0.0001544
16/12/2005,0.0001544
19/12/2005,0.0001544
20/12/2005,0.0001544
21/12/2005,0.0001544
22/12/2005,0.0001544
23/12/2005,0.0001544
27/12/2005,0.0001544
28/12/2005,0.0001544
29/12/2005,0.0001544
30/12/2005,0.0001544
03/01/2006,0.0001596
04/01/2006,0.0001596
05/01/2006,0.0001596
06/01/2006,0.0001596
09/01/2006,0.0001596
10/01/2006,0.0001596
11/01/2006,0.0001596
12/01/2006,0.0001596
13/01/2006,0.0001596
17/01/2006,0.0001596
18/01/2006,0.0001596
19/01/2006,0.0001596
20/01/2006,0.0001596
23/01/2006,0.0001596
24/01/2006,0.0001596
25/01/2006,0.0001596
26/01/2006,0.0001596
27/01/2006,0.0001596
30/01/2006,0.0001596
31/01/2006,0.0001596
01/02/2006,0.0001748
02/02/2006,0.0001748
03/02/2006,0.0001748
06/02/2006,0.0001748
07/02/2006,0.0001748
08/02/2006,0.0001748
09/02/2006,0.0001748
10/02/2006,0.0001748
13/02/2006,0.0001748
14/02/2006,0.0001748
15/02/2006,0.0001748
16/02/2006,0.0001748
17/02/2006,0.0001748
21/02/2006,0.0001748
22/02/2006,0.0001748
23/02/2006,0.0001748
24/02/2006,0.0001748
27/02/2006,0.0001748
28/02/2006,0.0001748
01/03/2006,0.0001804
02/03/2006,0.0001804
03/03/2006,0.0001804
06/03/2006,0.0001804
07/03/2006,0.0001804
08/03/2006,0.0001804
09/03/2006,0.0001804
10/03/2006,0.0001804
13/03/2006,0.0001804
14/03/2006,0.0001804
15/03/2006,0.0001804
16/03/2006,0.0001804
17/03/2006,0.0001804
20/03/2006,0.0001804
21/03/2006,0.0001804
22/03/2006,0.0001804
23/03/2006,0.0001804
24/03/2006,0.0001804
27/03/2006,0.0001804
28/03/2006,0.0001804
29/03/2006,0.0001804
30/03/2006,0.0001804
31/03/2006,0.0001804
03/04/2006,0.0001808
04/04/2006,0.0001808
05/04/2006,0.0001808
06/04/2006,0.0001808
07/04/2006,0.0001808
10/04/2006,0.0001808
11/04/2006,0.0001808
12/04/2006,0.0001808
13/04/2006,0.0001808
17/04/2006,0.0001808
18/04/2006,0.0001808
19/04/2006,0.0001808
20/04/2006,0.0001808
21/04/2006,0.0001808
24/04/2006,0.0001808
25/04/2006,0.0001808
26/04/2006,0.0001808
27/04/2006,0.0001808
28/04/2006,0.0001808
01/05/2006,0.000186
02/05/2006,0.000186
03/05/2006,0.000186
04/05/2006,0.000186
05/05/2006,0.000186
08/05/2006,0.000186
09/05/2006,0.000186
10/05/2006,0.000186
11/05/2006,0.000186
12/05/2006,0.000186
15/05/2006,0.000186
16/05/2006,0.000186
17/05/2006,0.000186
18/05/2006,0.000186
19/05/2006,0.000186
22/05/2006,0.000186
23/05/2006,0.000186
24/05/2006,0.000186
25/05/2006,0.000186
26/05/2006,0.000186
30/05/2006,0.000186
31/05/2006,0.000186
01/06/2006,0.0001896
02/06/2006,0.0001896
05/06/2006,0.0001896
06/06/2006,0.0001896
07/06/2006,0.0001896
08/06/2006,0.0001896
09/06/2006,0.0001896
12/06/2006,0.0001896
13/06/2006,0.0001896
14/06/2006,0.0001896
15/06/2006,0.0001896
16/06/2006,0.0001896
19/06/2006,0.0001896
20/06/2006,0.0001896
21/06/2006,0.0001896
22/06/2006,0.0001896
23/06/2006,0.0001896
26/06/2006,0.0001896
27/06/2006,0.0001896
28/06/2006,0.0001896
29/06/2006,0.0001896
30/06/2006,0.0001896
03/07/2006,0.0001948
05/07/2006,0.0001948
06/07/2006,0.0001948
07/07/2006,0.0001948
10/07/2006,0.0001948
11/07/2006,0.0001948
12/07/2006,0.0001948
13/07/2006,0.0001948
14/07/2006,0.0001948
17/07/2006,0.0001948
18/07/2006,0.0001948
19/07/2006,0.0001948
20/07/2006,0.0001948
21/07/2006,0.0001948
24/07/2006,0.0001948
25/07/2006,0.0001948
26/07/2006,0.0001948
27/07/2006,0.0001948
28/07/2006,0.0001948
31/07/2006,0.0001948
01/08/2006,0.0001988
02/08/2006,0.0001988
03/08/2006,0.0001988
04/08/2006,0.0001988
07/08/2006,0.0001988
08/08/2006,0.0001988
09/08/2006,0.0001988
10/08/2006,0.0001988
11/08/2006,0.0001988
14/08/2006,0.0001988
15/08/2006,0.0001988
16/08/2006,0.0001988
17/08/2006,0.0001988
18/08/2006,0.0001988
21/08/2006,0.0001988
22/08/2006,0.0001988
23/08/2006,0.0001988
24/08/2006,0.0001988
25/08/2006,0.0001988
28/08/2006,0.0001988
29/08/2006,0.0001988
30/08/2006,0.0001988
31/08/2006,0.0001988
01/09/2006,0.0001968
05/09/2006,0.0001968
06/09/2006,0.0001968
07/09/2006,0.0001968
08/09/2006,0.0001968
11/09/2006,0.0001968
12/09/2006,0.0001968
13/09/2006,0.0001968
14/09/2006,0.0001968
15/09/2006,0.0001968
18/09/2006,0.0001968
19/09/2006,0.0001968
20/09/2006,0.0001968
21/09/2006,0.0001968
22/09/2006,0.0001968
25/09/2006,0.0001968
26/09/2006,0.0001968
27/09/2006,0.0001968
28/09/2006,0.0001968
29/09/2006,0.0001968
02/10/2006,0.0001908
03/10/2006,0.0001908
04/10/2006,0.0001908
05/10/2006,0.0001908
06/10/2006,0.0001908
09/10/2006,0.0001908
10/10/2006,0.0001908
11/10/2006,0.0001908
12/10/2006,0.0001908
13/10/2006,0.0001908
16/10/2006,0.0001908
17/10/2006,0.0001908
18/10/2006,0.0001908
19/10/2006,0.0001908
20/10/2006,0.0001908
23/10/2006,0.0001908
24/10/2006,0.0001908
25/10/2006,0.0001908
26/10/2006,0.0001908
27/10/2006,0.0001908
30/10/2006,0.0001908
31/10/2006,0.0001908
01/11/2006,0.000198
02/11/2006,0.000198
03/11/2006,0.000198
06/11/2006,0.000198
07/11/2006,0.000198
08/11/2006,0.000198
09/11/2006,0.000198
10/11/2006,0.000198
13/11/2006,0.000198
14/11/2006,0.000198
15/11/2006,0.000198
16/11/2006,0.000198
17/11/2006,0.000198
20/11/2006,0.000198
21/11/2006,0.000198
22/11/2006,0.000198
24/11/2006,0.000198
27/11/2006,0.000198
28/11/2006,0.000198
29/11/2006,0.000198
30/11/2006,0.000198
01/12/2006,0.000196
04/12/2006,0.000196
05/12/2006,0.000196
06/12/2006,0.000196
07/12/2006,0.000196
08/12/2006,0.000196
11/12/2006,0.000196
12/12/2006,0.000196
13/12/2006,0.000196
14/12/2006,0.000196
15/12/2006,0.000196
18/12/2006,0.000196
19/12/2006,0.000196
20/12/2006,0.000196
21/12/2006,0.000196
22/12/2006,0.000196
26/12/2006,0.000196
27/12/2006,0.000196
28/12/2006,0.000196
29/12/2006,0.000196
03/01/2007,0.0001956
04/01/2007,0.0001956
05/01/2007,0.0001956
08/01/2007,0.0001956
09/01/2007,0.0001956
10/01/2007,0.0001956
11/01/2007,0.0001956
12/01/2007,0.0001956
16/01/2007,0.0001956
17/01/2007,0.0001956
18/01/2007,0.0001956
19/01/2007,0.0001956
22/01/2007,0.0001956
23/01/2007,0.0001956
24/01/2007,0.0001956
25/01/2007,0.0001956
26/01/2007,0.0001956
29/01/2007,0.0001956
30/01/2007,0.0001956
31/01/2007,0.0001956
01/02/2007,0.0001996
02/02/2007,0.0001996
05/02/2007,0.0001996
06/02/2007,0.0001996
07/02/2007,0.0001996
08/02/2007,0.0001996
09/02/2007,0.0001996
12/02/2007,0.0001996
13/02/2007,0.0001996
14/02/2007,0.0001996
15/02/2007,0.0001996
16/02/2007,0.0001996
20/02/2007,0.0001996
21/02/2007,0.0001996
22/02/2007,0.0001996
23/02/2007,0.0001996
26/02/2007,0.0001996
27/02/2007,0.0001996
28/02/2007,0.0001996
01/03/2007,0.0002004
02/03/2007,0.0002004
05/03/2007,0.0002004
06/03/2007,0.0002004
07/03/2007,0.0002004
08/03/2007,0.0002004
09/03/2007,0.0002004
12/03/2007,0.0002004
13/03/2007,0.0002004
14/03/2007,0.0002004
15/03/2007,0.0002004
16/03/2007,0.0002004
19/03/2007,0.0002004
20/03/2007,0.0002004
21/03/2007,0.0002004
22/03/2007,0.0002004
23/03/2007,0.0002004
26/03/2007,0.0002004
27/03/2007,0.0002004
28/03/2007,0.0002004
29/03/2007,0.0002004
30/03/2007,0.0002004
02/04/2007,0.000196
03/04/2007,0.000196
04/04/2007,0.000196
05/04/2007,0.000196
09/04/2007,0.000196
10/04/2007,0.000196
11/04/2007,0.000196
12/04/2007,0.000196
13/04/2007,0.000196
16/04/2007,0.000196
17/04/2007,0.000196
18/04/2007,0.000196
19/04/2007,0.000196
20/04/2007,0.000196
23/04/2007,0.000196
24/04/2007,0.000196
