Date,CALF,EES,EPS,EZM,FNDA,FNDB,FNDX,IUS,IUSS,PRF,PRFZ,RWJ,RWK,RWL
31/12/2002,,,,,,,,,,,,,,
02/01/2003,,,,,,,,,,,,,,
03/01/2003,,,,,,,,,,,,,,
06/01/2003,,,,,,,,,,,,,,
07/01/2003,,,,,,,,,,,,,,
08/01/2003,,,,,,,,,,,,,,
09/01/2003,,,,,,,,,,,,,,
10/01/2003,,,,,,,,,,,,,,
13/01/2003,,,,,,,,,,,,,,
14/01/2003,,,,,,,,,,,,,,
15/01/2003,,,,,,,,,,,,,,
16/01/2003,,,,,,,,,,,,,,
17/01/2003,,,,,,,,,,,,,,
21/01/2003,,,,,,,,,,,,,,
22/01/2003,,,,,,,,,,,,,,
23/01/2003,,,,,,,,,,,,,,
24/01/2003,,,,,,,,,,,,,,
27/01/2003,,,,,,,,,,,,,,
28/01/2003,,,,,,,,,,,,,,
29/01/2003,,,,,,,,,,,,,,
30/01/2003,,,,,,,,,,,,,,
31/01/2003,,,,,,,,,,,,,,
03/02/2003,,,,,,,,,,,,,,
04/02/2003,,,,,,,,,,,,,,
05/02/2003,,,,,,,,,,,,,,
06/02/2003,,,,,,,,,,,,,,
07/02/2003,,,,,,,,,,,,,,
10/02/2003,,,,,,,,,,,,,,
11/02/2003,,,,,,,,,,,,,,
12/02/2003,,,,,,,,,,,,,,
13/02/2003,,,,,,,,,,,,,,
14/02/2003,,,,,,,,,,,,,,
18/02/2003,,,,,,,,,,,,,,
19/02/2003,,,,,,,,,,,,,,
20/02/2003,,,,,,,,,,,,,,
21/02/2003,,,,,,,,,,,,,,
24/02/2003,,,,,,,,,,,,,,
25/02/2003,,,,,,,,,,,,,,
26/02/2003,,,,,,,,,,,,,,
27/02/2003,,,,,,,,,,,,,,
28/02/2003,,,,,,,,,,,,,,
03/03/2003,,,,,,,,,,,,,,
04/03/2003,,,,,,,,,,,,,,
05/03/2003,,,,,,,,,,,,,,
06/03/2003,,,,,,,,,,,,,,
07/03/2003,,,,,,,,,,,,,,
10/03/2003,,,,,,,,,,,,,,
11/03/2003,,,,,,,,,,,,,,
12/03/2003,,,,,,,,,,,,,,
13/03/2003,,,,,,,,,,,,,,
