Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
12/31/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
